,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special,year
4571,Battle_of_Denain,24 July 1712,"Denain, present-day France",Decisive French victory[1][2],"Arnold van Keppel, 1st Earl of Albemarle","24,000","10,500",R,D,10500,,,,,,1712
4572,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Günther Lütjens,"1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)","1 battleship
1 heavy cruiser",L,V,,,,2,,,1941
4573,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Ernst Lindemann,"1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)","1 battleship
1 heavy cruiser",L,V,,,,2,,,1941
4574,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Helmuth Brinkmann,"1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)","1 battleship
1 heavy cruiser",L,V,,,,2,,,1941
4575,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Lancelot Holland,"1 battleship
1 heavy cruiser","1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)",R,D,,,,4,,,1941
4576,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",John Leach (Royal Navy officer),"1 battleship
1 heavy cruiser","1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)",R,D,,,,4,,,1941
4577,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Ralph Kerr,"1 battleship
1 heavy cruiser","1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)",R,D,,,,4,,,1941
4578,Battle_of_Denmark_Strait,24-May-41,Denmark Strait,"German tactical victory
British operational victory
Bismarck forced to suspend Atlantic campaign after sustaining damages
Hood sunk after magazine explosion",Frederic Wake-Walker,"1 battleship
1 heavy cruiser","1 battleship
1 battlecruiser
2 heavy cruisers
Did not participate in combat:
6 destroyers (on approach detached evening before battle)",R,D,,,,4,,,1941
4579,Battle_of_Dennewitz,6 September 1813,South of Berlin,Coalition victory,Friedrich Wilhelm Freiherr von Bülow,"60,000","100,000",R,V,100000,,,,,,1813
4580,Battle_of_Dennewitz,6 September 1813,South of Berlin,Coalition victory,Bogislav Friedrich Emanuel von Tauentzien,"60,000","100,000",R,V,100000,,,,,,1813
4581,Battle_of_Dennewitz,6 September 1813,South of Berlin,Coalition victory,Charles XIV John of Sweden,"60,000","100,000",R,V,100000,,,,,,1813
4582,Battle_of_Dennewitz,6 September 1813,South of Berlin,Coalition victory,Michel Ney,"100,000","60,000",L,D,60000,,,,,,1813
4583,Battle_of_Dennewitz,6 September 1813,South of Berlin,Coalition victory,Nicolas Oudinot,"100,000","60,000",L,D,60000,,,,,,1813
4584,Battle_of_Derbent,1796,"North Caucasus, South Caucasus","Status quo ante bellum

Tactical Russian victory
Strategic Persian victory
Russian withdrawal after the death of Catherine II",Catherine the Great,"Tofangchi Musketeers
Royal Regiment of Mohammad Khan
Northern Town Watch","50,000[1] (other estimates suggest 30,000-40,000)[2]",L,I,45000,,,,,,1796
4585,Battle_of_Derbent,1796,"North Caucasus, South Caucasus","Status quo ante bellum

Tactical Russian victory
Strategic Persian victory
Russian withdrawal after the death of Catherine II",Valerian Zubov,"Tofangchi Musketeers
Royal Regiment of Mohammad Khan
Northern Town Watch","50,000[1] (other estimates suggest 30,000-40,000)[2]",L,I,45000,,,,,,1796
4586,Battle_of_Derbent,1796,"North Caucasus, South Caucasus","Status quo ante bellum

Tactical Russian victory
Strategic Persian victory
Russian withdrawal after the death of Catherine II",Agha Mohammad Khan Qajar,"50,000[1] (other estimates suggest 30,000-40,000)[2]","Tofangchi Musketeers
Royal Regiment of Mohammad Khan
Northern Town Watch",R,I,1,,,,,,1796
4587,Battle_of_Derne,"April 27 – May 13, 1805","Derne, Cyrenaica",Decisive American victory,Hassan Bey,"8 U.S. Marines
400–500 mercenaries
Unknown artillery
1 sloop-of-war
1 brig
1 schooner","4,000 infantry, cavalry
Unknown artillery",R,D,4000,,,,,,1805
4588,Battle_of_Derne,"April 27 – May 13, 1805","Derne, Cyrenaica",Decisive American victory,William Eaton (soldier),"4,000 infantry, cavalry
Unknown artillery","8 U.S. Marines
400–500 mercenaries
Unknown artillery
1 sloop-of-war
1 brig
1 schooner",L,V,450,,,3,,,1805
4589,Battle_of_Derne,"April 27 – May 13, 1805","Derne, Cyrenaica",Decisive American victory,Presley O'Bannon,"4,000 infantry, cavalry
Unknown artillery","8 U.S. Marines
400–500 mercenaries
Unknown artillery
1 sloop-of-war
1 brig
1 schooner",L,V,450,,,3,,,1805
4590,Battle_of_Derne,"April 27 – May 13, 1805","Derne, Cyrenaica",Decisive American victory,Oliver Hazard Perry,"4,000 infantry, cavalry
Unknown artillery","8 U.S. Marines
400–500 mercenaries
Unknown artillery
1 sloop-of-war
1 brig
1 schooner",L,V,450,,,3,,,1805
4591,Battle_of_Derne,"April 27 – May 13, 1805","Derne, Cyrenaica",Decisive American victory,Hamet Bey,"4,000 infantry, cavalry
Unknown artillery","8 U.S. Marines
400–500 mercenaries
Unknown artillery
1 sloop-of-war
1 brig
1 schooner",L,V,450,,,3,,,1805
4592,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],George II of Great Britain,"23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,V,36000,,,,,,1743
4593,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],"John Dalrymple, 2nd Earl of Stair","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,V,36000,,,,,,1743
4594,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Léopold Philippe d'Arenberg,"23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,V,36000,,,,,,1743
4595,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Wilhelm Reinhard von Neipperg,"23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns",L,V,36000,,,,,,1743
4596,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],Adrien Maurice de Noailles,"35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns",R,D,34000,,56,,,,1743
4597,Battle_of_Dettingen,27 June 1743,"Dettingen (now Karlstein am Main), Bavaria",Allied victory[1],"Louis de Gramont, 6th Duke of Gramont","35,000–37,000:[2]

15 British battalions
18 British squadrons

14 Austrian battalions
10 Austrian Squadrons

13 Hanoverian battalions
16 Hanoverian squadrons

98 guns","23,000[3][4] engaged of 45,000

5 Infantry Brigades

27 Squadrons

56 guns",R,D,34000,,56,,,,1743
4598,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,William F. Cloud,"1,250","1,500",L,V,1500,,,,,,1863
4599,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,William F. Cloud,"1,250","1,500",L,V,1500,,,,,,1863
4600,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,James G. Blunt,"1,250","1,500",L,V,1500,,,,,,1863
4601,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,James G. Blunt,"1,250","1,500",L,V,1500,,,,,,1863
4602,Battle_of_Devil's_Backbone,"September 1, 1863 (1863-09-01)","Sebastian County, Arkansas",Union victory,William Lewis Cabell,"1,500","1,250",R,D,1250,,,,,,1863
4603,Battle_of_Dezful,"January 5–9, 1981","Dezful, southwest Iran","Decisive Iraqi victory

Iranian counter-attack fails.
Iraqis maintain the siege of Shush, Dezful, Andimeshk as well as continuing to siege the nearby Air Force Base named Vahdati—all were receiving artillery fire and were hit by Frog-7 missiles",Abolhassan Banisadr,"Three armored regiments T-62 tanks
From the 10th armored brigade","Three armored brigades M60s and Chieftain tanks
From the 16th and 92nd armored divisions
330 tanks in total[2]",R,D,,330,,,,,1981
4604,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Võ Nguyên Giáp,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4605,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Hoàng Văn Thái,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4606,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Lê Liêm,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4607,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Đặng Kim Giang,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4608,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Lê Trọng Tấn,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4609,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Vuong Thua Vu,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4610,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Hoang Minh Thao,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4611,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Le Quang Ba,"As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]","As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall",R,V,64500,,,,,,1954
4612,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Christian de Castries,"As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall","As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]",L,D,20000,10,,,400,,1954
4613,Battle_of_Dien_Bien_Phu,"13 March – 7 May 1954
(1 month, 3 weeks and 3 days)","21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556Coordinates: 21°23′13″N 103°0′56″E﻿ / ﻿21.38694°N 103.01556°E﻿ / 21.38694; 103.01556
Vicinity of Điện Biên Phủ, Vietnam","Decisive Viet Minh victory

Termination of French involvement in Indochina
Signing of Geneva Conference (1954)",Pierre Langlais,"As of March 13:
 49,500 combat personnel
15,000 logistical support personnel[5]
64,500 overall","As of March 13:
 14,000;[3]
20,000 overall
10 tanks
~400 aircraft
 37 pilots[4]",L,D,20000,10,,,400,,1954
4614,Battle_of_Dieppe,19-Aug-42,"Dieppe, France",German victory,Gerd von Rundstedt,"Infantry
 2nd Canadian Infantry Division
 No. 3 Commando
No. 4 Commando*
No. 10 (Inter-Allied) Commando (part)
 50 U.S. Army Rangers, attached to No. 4 Commando
 15 commandos attached to No. 10 Commando.
Royal Navy
237 ships and landing barges including eight destroyers
30 RN Commando
40 Commando RM
Royal Air Force
74 Squadrons
~10,500 men","302nd Static Infantry Division
~1,500 men
Does not include Luftwaffe and Kriegsmarine",R,V,1500,,,,,,1942
4615,Battle_of_Dieppe,19-Aug-42,"Dieppe, France",German victory,Konrad Haase,"Infantry
 2nd Canadian Infantry Division
 No. 3 Commando
No. 4 Commando*
No. 10 (Inter-Allied) Commando (part)
 50 U.S. Army Rangers, attached to No. 4 Commando
 15 commandos attached to No. 10 Commando.
Royal Navy
237 ships and landing barges including eight destroyers
30 RN Commando
40 Commando RM
Royal Air Force
74 Squadrons
~10,500 men","302nd Static Infantry Division
~1,500 men
Does not include Luftwaffe and Kriegsmarine",R,V,1500,,,,,,1942
